Poster_Id	ID	Text	Reply_Count	Date
pt3wwt0U	418233138	our pussy ass    men    and very high ranking  thanks affirmative action  dei nigger woke shit  women to warthe usa is not in the business of winning wars  anonutterly pathetic the us war capabilities 	0.0	2023-03-02 10:54:42
sqHG4fMz	418331395	well  changing the definition at every leftist convenience in order to say it is nt eliminated wo nt help  its just the usual thing governments do  create a perpetual enemy to justify emergency powers  in this case  affirmative action dei anti  white agenda  	0.0	2023-03-03 06:50:21
GjGMnMII	418646484	 whites hold significant social  economic  and political powerwhere   refusing to rent or sellillegal  also why is this evil  are people not entitled to associate with who they want  this is just demanding that white people live next to niggers  why are you mandating this and how is that not an evil and oppressive act   job opportunitieswhites are discriminated in hiring practices with affirmative action and dei policies  racist languagethis is hardly crippling racial oppression  words and text dont physically limit your ability to act in the physical world  also  it is often illegal or consequential for whites to say anything racist because they will lose everything  meanwhile antiwhite racial language and attacks are promoted and encouraged   belittling or denying experiencesmore complaining about people speaking words and having opinion  again  the reverse is true against whites  they are constantly mocked and belittled whenever they have the audacity to even say anything is antiwhite   using privilege to maintain racial hierarchieswhere does this happen  give me an example  this is also considered extremely illegal and evil in this country and any racial policy that favors whites will give you hate crime charges and violate the 1964 civil rights act   racism exists in institutions where policies  laws  and practiceswhere  what policies  what institutions  what practices  please name specific examples and specific laws where explicit pro  white and antipoc  policies are allowed  again  this is extremely illegal in this nation   privilegedoes this include jews  what about jewish privilege  by all metrics and definitions of white privilege  jews embody  they run all the major institutions  from finance to media  they even make up almost the entirety of biden s cabinet  who is holding them accountable for their privilege and racism against whites  	0.0	2023-03-05 19:41:06
HZZ4O573	418702587	 imagine the feds being led by affirmative action hires with no actual skills or experience and no fear of reprisals for failure  because all they have to do is scream racist at their detractorsyou just described exactly what is happening at the moment  biden doubled and tripled down on dei at the federal level with his eos  look them up if you re not familiar with them  federal overreach is just getting started  and its going to trigger a massive backlash at some point  	0.0	2023-03-06 11:57:49
d6yxfgrj	418945978	no we do nt  affirmative action and dei initiatives exist putting a thumb on the scale and giving everyone extra opportunities over white men  	1.0	2023-03-08 10:32:37
oafNaRRT	420071502	this is only as a result of the woman bubblethe federal reserve just made money more expensive by cranking up rates to positive again  many of the dei and affirmative action bullshit will subside as profitability becomes a requirement again to survive in modern capitalismthis will have an effect of making the average man more attractive as a provider and lower womens standards as their workload increases due to an increase in demand on productivity from business owners  many women will drop out and live at home and attach themselves to men to avoid work  	1.0	2023-03-17 14:57:08
G1QOdawF	420307072	they claimed they are required to undergo anti  discrimination training  yet they refused to enact training against christian persecutionanyway  this is all shit on the top of the sandbox  dei  affirmative action  whatever teh current thing is  is all based on lies through  and  through  	3.0	2023-03-19 14:38:07
y9vizA4b	420229447	this shit started after the recession in 2008  companies used left wing identity politics to take the heat off from the bailouts  this recession may be the end of it as wokeness is seen as a reason for ftx and svbs failure  investors should ve always been on the lookout for that shit  but now they ll be more awarealso the supreme court is about to ban affirmative action in universities  that will deal a heavy blow to the identity politics industry  	1.0	2023-03-18 22:18:53
ojv	421027661	that unit is part of the haarp weather mod equipmentas for nuclear war  i m all for it  wipe out mankind  well start overno affirmative action or dei or crt lies  just kill or be killed  	0.0	2023-03-25 13:17:36
ApA3x2Cd	420964976	i m not racist  but i think all things should be completely equal  no affirmative action  no dei  pure merit  anything that ignores merit is heinous poison to me  and unfortunately society has lately become about the color of sex  if ur a woman  or who you fuck  more than how good you are something  the consequences are manifesting and will continue to do so  	0.0	2023-03-24 23:41:00
HObzoztm	421868081	affirmative action removal and other crt  critical race theory   dei  diversity equity inclusion   sel  social emotional learning   struggle sessions  feminism and esg businesses policies need to all die  all of it  there is no way to combat the higher education theocracy if you do nt destroy their scriptures  mock their preachers and dilute their holy grounds  removing the pill and abortion may start the process of women deprogramming but entering higher education they d lobby it right back into place is what where i m going with this  	2.0	2023-03-31 23:18:23
HObzoztm	421868862	 i ve argued before it should be classed as religion and the first amendment establishment clause applied to itit should be argued as being unconstitutional as it violates several of the amendments in place and illegal to practice  affirmative action is positive discrimination based on race  doubt anyone would do such a thing  	0.0	2023-03-31 23:28:39
	422195786	why did n’t you answer the question  why must pajeets move to white countries and get affirmative action jobs to be successful  why ca n’t they make something of themselves back home  	1.0	2023-04-03 16:17:22
	422196113	why ca nt whites compete in their own hometurf  why do they need a jim crow style system which is heavily tilted in their favouralso  indians are literally trying to get affirmative action overturned in the supreme court  wiki  studentsforfairadmissionsvpresidentandfellowsofharvardcollegei do nt blame you for not knowing  though  whites can barely read or know what s going on in their own countries  which is why we have no problem owning you  	1.0	2023-04-03 16:20:45
QTz6TOzD	422291843	and here i thought affirmative action and dei did that  you give white men less and less to live for  surprise surprise  boomers are literally stuck in 30 year old rhetoric  	1.0	2023-04-04 11:02:47
MBosLaIW	422920608	i mean that it is negative discrimination to not positively discriminate against others in order to remove the disparate outcomes in a meritocracy  for example  affirmative action is positive discrimination that is meant to remove negative discrimination  the existence of inequitable outcomes   this is how many in the dei community understand discrimination  	3.0	2023-04-09 13:51:03
	423019555	feds nowadays are a bunch of dei affirmative action soibois  	0.0	2023-04-10 10:43:31
MEMBbE4M	424665717	 why tranniesbecause they all know that their liberalism died the moment that dei and rigid affirmative action came in  that was like admitting that the entirety of western liberalism from 1945 to 2005ish was a complete fucking lie  they are all stuck in massive cope mode  that s why they all care about trannies so much because its the last straw before they have to find a new ideology since their old one has already diedddddddddddddddddddddddddd 	0.0	2023-04-24 06:53:30
sF73S4au	425833324	all this dei  affirmative action stuff is a combination of government enforced compliance and anti  union measures 	0.0	2023-05-04 12:27:17
	428243442	putting any race of women on a pedestal is a mistaketheres no shortage of white women selling out their race and voting to fuck us over  reparations  monetary distribution  deitheres also no shortage of asian women selling out their race and voting to fuck themselves over  affirmative action  voting police off the streets and guns out of their hands while they re getting attacked     redistribution     either fuck a based white farm girl or a based asian immigrant with traditional values  but do nt worship the whole racethough chinks are pretty cute  ill give them that  white women should lose some weight  	0.0	2023-05-24 20:08:54
	428425014	after deducting food stamps  dei initiatives  diversity hires  affirmative action in schools  dealing with niggers  your total reparations check comes out to  negative  1567432you have 2 months to pay up or well have to put you back to work  	0.0	2023-05-26 11:44:40
Z3kmvJP4	428574977	i am glad you transcended the negrocratic negrocentered antiwhite racist business culture in america  that culture of affirmative action and dei l is destructive of the economy and strength of the usa to reward the skin color of useless people  the evil people responsible for that culture do hate america and are its enemies  	0.0	2023-05-27 20:05:31
	428653295	so we do n’t have to worry about reparations anymore  we do n’t need affirmative action or race quotas  and we can drop the dei bullshit  this sheboon is alright 	2.0	2023-05-28 14:07:11
UqBvCPJO	429058749	dei  affirmative action  and god willing welfare wo work requirements all are going to get axed  we simply need the money for ukraine and israel 	1.0	2023-06-01 05:23:32
ah	429961217	 ergo  whites have nothing to worry about unless some socialist revolution happensyou mean like has already happened with affirmative action  esg  dei  and kikes brainwashing non  whites to hate whites  sort of like in south africa  where they pulled this shit before  	1.0	2023-06-09 00:05:40
6pHeL59r	430133086	 that s why they are investing so hard in aifunny  something makes institutions weaker is the anti meritocratic nature of affirmative action and dei  the jew sam altman has proven that you can lobotomize an ai to the leftist bias  see ted k for a good definition of the left   however doing so has had the effect of making the ai slightly more retarded  the more it gets buck broken the dumber the machine gets  however you are right that ai has a special interest for them  since jewboy sam is now an attendant at the bilderberg conferencesi wonder if the lobotomized ai will be able to do the job efficiently enough or notsomething i just thought of  while ai can replace the whitecollar desk jockey side of things blue collar is another issue  hordes of spics  nigs  and arabs depending on what side of the pond you are will also be terrible at their jobs  yes a lot can be automated or outsourced to the third world however dedollarization and increasing hostility with third world nations coupled with a possible second cold war with china means mass industrial outsourcing may not be entirely feasible as it has been for the last few generations 	1.0	2023-06-10 08:45:24
hNTQvnsV	430381673	before 2020  i did nt care what blacks did and was indifferent to whether they succeeded or notthen watching them burn  loot  murder  and reduce cities to hollow shells  all while the media and leftist establishment cheered them on and protected them made me hope they all contracted covid and diednow i support any racist policy that holds blacks down  i hope to see the abolition of affirmative action and the banning of esg funding and dei corporate policies  	0.0	2023-06-12 08:33:40
	430561939	because they ll never own a home or have a legitimate family thanks to an over saturated plebian market  affirmative action dei  and women being the bread winners  somehow doing irrelevant work like most successful people who are rolling in dough who in all actuality contributing nothing to society  who knows the next industrial revolution maybe brilliance but i think it will be actual enslavement which will not recover fromtldr  jews mostly 	1.0	2023-06-13 16:21:37
eEY3ZEEI	430752817	affirmative action was the original death knell of it  ironically now it should be used as a cudgel to counterbalance the problems that are caused by dei demons  blackrock is at the heart of our current issues with it  they re basically using everyones 401ks to give money to companies so they can bend society  	1.0	2023-06-15 08:05:25
gfQ8HWg7	431076324	so you just the government and media s narrative  you havent considered a different angle  some communiques for example  are never forwarded to the host s executive  sometimes the jusa has to  leak  them to make sure theyre read  i mean  i can understand why someone would blindly believe that a zoomer would have top secret clearance in this day and age  with all the affirmative action  esg  dei  and diversity hires  but maybe the glowniggers know that too  and they know youll buy their story that they want you to buy  it s all cloak and dagger with these worthless glowniggers  	1.0	2023-06-18 03:57:17
uBkFjsVM	431256739	 black areas will not have basic public amenities and utilities in 50 years at this rate50 yearsmore like 3  5 years  dei and affirmative action is absolutely killing competence  	0.0	2023-06-19 15:00:56
	431755381	inserting dei policies  affirmative action into every single industry is going to have dire consequences  incompetency at a low level can be ignored in favor of maintaining ideological purity  but when it starts impacting industries that hold your life in their hands  medical  air travel  etc  were going to see shit really hit the fanjust another step towards the decline of western living standards  	0.0	2023-06-23 10:53:11
ItNZsNQk	432489385	 dei  affirmative action anti  white  anti  male policies and laws exist everywherefact  government just got done literally forcing employers to force their wagies to get experimental genetic editing shots  with no legal repercussions or protections possiblefact  the large majority of student loan debt is owed by whitesfact  our government does nt try anything at all to protect our markets from being flooded with millions of people who were able to get educations for free but come here anyway  creating huge competitive disadvantages for american born citizensfactthe sad thing is  you ca nt disagree with any of it or argue it  you ll just say some mumbo jumbo about being a neet or touching grass or some shit 	4.0	2023-06-28 10:33:05
5Fhr10rt	432628466	lawyer here  it means colleges must not take account of race in their admissions policy  what colleges will now do is shift to  race  neutral  measures in an attempt to engage in racial balancing without explicitly engaging in racial balancing  think taking into account socioeconomic background or zip codes   the supreme court has not addressed this  but they likely will in the coming years  and will likely strike it down as impermissible race discrimination under the 14th amendment  the practical effect of this ruling is that universities will now be subject to litigation  assuming a plaintiff brings a case  any time they either engage in racial balancing in admissions policy or talk about engaging in racial balancing in admissions policy  universities will now have to be more careful when talking about dei initiatives  particularly in the admissions context  their lawyers will likely tell them to stay away from talking about racial diversity to avoid being subject to litigation  litigation can open up a can of worms where universities will be subject to discovery  and the evidence of their racial discrimination will be laid bare by a judge s order  also  this opens up federal litigation  which are often more favorable to conservative plaintiffs then state court litigation  especially in liberal states  like the northeast where most of the elite universities are   california banned affirmative action  but conservative plaintiffs could only bring cases in state courts  not federal courts  this case will give them another avenue to bring litigationtldr this is a huge fucking case and lays a foundation for attacking affirmative action in other areas of law  anybody who thinks otherwise knows jack shit about the law 	4.0	2023-06-29 12:34:16
5Fhr10rt	432632085	i should also note that  because this is a title vi ruling as well as a 14th amendment ruling  this will almost certainly immediately affect other areas outside of college admissions as well  such as  affirmative action in non  profits  scholarship programs  federal grants  loans  k12 schools  and more  affirmative action in employment is governed under title vii  and the relevant supreme court case law  united steelworkers v weber  stipulates that affirmative action is permissible in the employment context  we wo nt see the death of affirmative action in employment unless and until the supreme court overturns or narrows that decision in a future case  	0.0	2023-06-29 13:08:25
ggC87AEj	432602577	 leftists do n’t wantyeah actual tankies do n’t but our issue is the neoliberal world regime and they absolutely need affirmative action and dei for their patronage networkfor decades they ’ ve pumped unqualified women  blacks  hispanics  natives and pacific islanders through the american university system and into positions of power in the international systemthat has been a massive tool since all of those people know they owe their lives and power to the neoliberal structurethis is the destruction of one of their most important tools 	0.0	2023-06-29 08:35:41
eNp2ZlDC	432702332	very based  too bad he was blind on race realism  he is the og propagator of the broken homes and welfare explanation for the state of blacks  he makes plenty of insightful analyses to that effect  but its always missing a piece of the puzzle  but a very sharp  clear thinker  he provides some great arguments against dei  gibs  and affirmative action that are safe to make in public  	0.0	2023-06-30 03:20:47
	433178112	the affirmative action ruling might upset some who do not understand that it will raise the lowest common denominator of the labor force  thus  there should be an outreach campaign for putting forth justice thomas  words towards those who most need to hear them while comparing it to browns which literally encourages  in her dissent  circumventing the majority opinion 	1.0	2023-07-03 17:05:19
hbcvHyD1	433326706	i do nt know if you heard but these things are being fought back against like the affirmative action bs and the bid light boycott 	0.0	2023-07-04 20:19:04
V8h8LLnL	433303859	red the decisions  in particular the affirmative action decision  its fucking great  two diversity hires fighting  clarence thomas wipes the floor with the bitch  her dissent might as well have been  black lives matter  written over and overand the decision itself is all the justification needed to abolosh all dei everywhere  including critical race in school  diversity hires at companies  all of itseriously  read it  its hilarious  opinions22pdf20  1199hgdjpdf 	2.0	2023-07-04 16:13:32
Fk0p9Rij	433856034	dei is affirmative action for companies  and seeks to replace men in most thingsfind a dei department that is nt headed by a black woman and ill give you  100 	0.0	2023-07-09 08:21:40
z4KV3iZI	434133014	this is bullshit  pajeets are treated just like other asians from an affirmative action  dei perspective  there are valid concerns about them migrating in their enclaves  nepotism  etc   but ops post is just divisive shilling 	1.0	2023-07-11 14:18:57
r	434123745	i mean pure ideologue dei affirmative action women and niggers and jews are running everything so yes everything is incompetent now because literally 80  of all authority figures are larping 	1.0	2023-07-11 12:52:48
4ziWeM6B	434051703	 nationalism by your definition is a retarded  evil  archaic mindset which ends up excluding those who would add to a society  and including those who do notdoesnt your leftism do that with affirmative action  wealth redistribution  welfare  and dei  	1.0	2023-07-10 21:25:36
9of6sPXk	435174716	this is bullshit  there are no good jobs  i have 2 bs degrees from state school  every job is 12  17  hr even with a mastersi worked 5  7 days a week 12hrs a day in a factory for 15  hr  was surrounded by illegals  half of which spoke no english  and niggers  busted my ass for 2 years got zero appreciation  not even an interview for the engineering position i applied fori made less than 70k in those 2 years so one day i just walked out after getting tired of seeing beaners standing around on their phonesi have pretty much given up because boomers fucked everyone after them via h1b  open border  affirmative action and all their dei shit  all they ever say is well the economy is changing  	0.0	2023-07-20 14:19:50
WYQq6XVl	435316934	 its not the events of 2020 that are demoralizing  its the clearpilled anons accurately recounting those events that are demoralizinghundreds of monuments torn down  hundreds of places renamed  hundreds of riots with zero prosecutions  tens of billions pledged to blm  massive increase in affirmative action  dei  trump loses vs three pedos shot in kenosha  	1.0	2023-07-21 19:26:00
xMSllj7e	436141144	affirmative action has existed in america for decades  	0.0	2023-07-28 21:45:09
YLpjKNxf	436700961	run that up to the supreme court that just btfo of affirmative action you lying faggot 	0.0	2023-08-02 19:49:56
COuf480e	437026579	 do you think there are any political leaders worth following thenstop being a rat looking for a pied piper  educate yourself on ethics  law and economics and formulate your own arguments  learn how dei  esg and affirmative action violate tne categorical imperativelead  do nt be led  	1.0	2023-08-06 03:27:26
qjDxd1Ly	437150495	admitting someone because their ancestors were slaves does no one any favors when they wo nt fit in or be accepted  they re really better off at a hbculegacy admits  on the other hand  are what keeps harvard on topeither people are retarded or assume everyone else is when they conflate the two  legacy admits are not affirmative action  they re merit  based  likewise  fraternities universally automatically admit pledges whose fathers are members  afaik  because they do nt abandon old friends for newto put this in terms even sara can grok  horses of breeding are put in the kentucky derby because they re better  coping dei faggots can fuck right off  	1.0	2023-08-07 09:12:26
	437151572	 someone said this  and another person said this other contradictory thing  is nt that funnyyoure retarded  i have been against affirmative action since i learned of it as a childnice strawman  	3.0	2023-08-07 09:24:37
s4N1u5WD	437648000	the media and liberals have lead niggers to believe they re above reproach  its not working out as much as the niggers believed the hype  even corporations are having to scale back dei and hiring quotas since they re now being sued after affirmative action has been ruled unconstitutional  	0.0	2023-08-11 20:11:25
pfUSyVbc	437647814	the media and liberals have lead niggers to believe they re above reproach  its not working out as much as the niggers believed the hype  even corporations are having to scale back dei and hiring quotas since they re now being sued after affirmative action has been ruled unconstitutional 	0.0	2023-08-11 20:08:38
	438202117	correct  there s no affirmative action or dei in taiwan  	1.0	2023-08-16 19:10:00
	438259612	it can if we would get rid of affirmative action  dei initiatives  this guy should also be charged with murder 	0.0	2023-08-17 09:26:55
	438918893	and that s the key  do you check dei  esg checkboxes  are you networked something hardcore on social media  that s all it is now  it s an extreme form of affirmative action and popularity contestsany white males  especially heterosexual  do yourself a favor and try starting your own business  whatever it may be  if not and youre in a position to at least survive for a while  go on social media  especially linkedin  and do the libtard larp  you may not need to go to extremes  but at least represent yourself as an  ally   it s the best way to get hr roasties and connections on that hellscapeif you really want to go hardcore  do the tranny shit  because the last line on picrel  is at the bottom of damn near any and all job postings i look at  notice which demographic is completely omitted  	2.0	2023-08-23 10:18:28
	440991596	late stage multiculturalism  hopefully rising world powers are smart enough to not repeat our same mistakes  a nation of nations  doesnt have a collective greater good  it doesnt exist  there are no  american interests   there are white interests  black interests  corporate interests  jewish interestseven the smallest concessions to white people in america like getting rid of affirmative action and dei  ending anti  white discrimination  have fierce pushbackhow is it in my interest to support the system  	1.0	2023-09-11 15:54:29
GRGmSbTk	441258953	it is nt too shocking  dei only became common because our supreme court made a bunch of bullshit decisions forcing companies to virtue signalnow that the supreme court has started walking affirmative action policies back  companies are taking notice  harvard already lost a case over aa  yale had to settle  and google did nt want to be next  	2.0	2023-09-14 09:16:22
sL9xL3dL	441260572	 now that the supreme court has started walking affirmative action policies backthat has not even fucking happened  the system is just trying to make people think it has  	1.0	2023-09-14 09:37:04
R7VTHtty	441778425	is it a commitment  or a goal  i do nt expect to understand what people talk about with their neetbux and such  so i do nt know how it ll play out currently  i ve been neet for over a decade  got my nice house and enough investments so ill never have to worry  and then some  but not much more  but it was very hard  coming from nothing and with affirmative action working against me the whole way  when i went neet i could sense i was nt going to live much longer keeping at it at that rate  always outworking everyone around me to fight against the dei score  if i had taken on all the extra work needed to have a woman in tow i d be dead before ever getting to neetgo ahead and call me a loser  i know i got ripped off  they played me good  i can see a lot of men dying younger in the future who attempt to work within the system  at least the system will skim the taxes from them and never need to pay for their old age  how long is that contract going to hold up  the contract is in question already  	0.0	2023-09-19 12:17:04
b0ePxJ61	442723867	  sites  janicegassam20230716  is  diversity  equity  and  inclusion  officially  deadsh130484f649e1is dei officially deadfor the last few years  it seems that the anti  dei sentiment has gained traction  and old habits have indeed been hard to break  the supreme court ’s decision to end affirmative action and strip away lgbtqia rights has furthered the dei  hate train  the critiques of dei have been escalating  in 2020 president trump issued a diversity training ban and almost three years later  conservatives are hoping to limit corporate dei effortsthe chief diversity officer for virginia recently stated that “ dei is dead  ” martin d brown  who has been serving as chief diversity  opportunity  and inclusion officer for governor glenn youngkin since november 2022 made this bold statement in a speech at virginia military institution  in a statement to the washington post brown asserted “ it ’s proven that institutions achieve more with a more diverse and inclusive workforce  however  equity has become a tradeoff for excellence  ” so then  what is the future of dei  when this question was asked to an audience on linkedin via a poll  the results garnered some interesting findings  out of over 500 responses  40  of respondents felt that the future of dei is less investments and funding in dei  twenty  five percent of respondents indicated that there will be less focus on race and racism in dei efforts  nineteen percent of respondents said that what we ’re seeing now is the end of dei as we know it  and 16  felt that dei would stay the same  	0.0	2023-09-28 16:55:46
